Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values,,,
527,4,2,126,,,
528,10,3,313,,,
529,8,2,250,,,
530,9,2,281,,,
531,3,3,96,,,
532,6,4,190,,,
533,8,3,251,,,
534,5,3,158,,,
535,1,2,33,,,
536,10,4,314,,,
537,4,3,127,,,
538,11,4,345,,,
539,3,2,95,,,
540,1,4,35,,,
541,11,3,344,,,
542,4,2,126,,,
543,2,2,64,,,
544,6,2,188,,,
545,6,2,188,,,
546,8,2,250,,,
547,8,2,250,,,
548,10,3,313,,,
549,4,3,127,,,
550,6,4,190,,,
551,6,2,188,,,
552,5,4,159,,,
553,6,4,190,,,
554,11,2,343,,,
555,3,3,96,,,
556,6,4,190,,,
557,7,2,219,,,
558,2,4,66,,,
559,4,2,126,,,
560,5,3,158,,,
561,8,4,252,,,
562,9,4,283,,,
563,7,3,220,,,
564,4,3,127,,,
565,10,2,312,,,
566,9,4,283,,,
567,10,3,313,,,
568,5,4,159,,,
569,4,3,127,,,
570,6,3,189,,,
571,10,2,312,,,
572,5,3,158,,,
573,1,3,34,,,
574,1,4,35,,,
575,6,2,188,,,
576,10,3,313,,,
577,2,3,65,,,
578,11,3,344,,,
579,1,2,33,,,
580,10,3,313,,,
581,8,4,252,,,
582,9,4,283,,,
583,2,3,65,,,
584,7,2,219,,,
585,5,2,157,,,
586,10,4,314,,,
587,10,2,312,,,
588,1,4,35,,,
589,4,2,126,,,
590,8,2,250,,,
591,6,4,190,,,
592,11,4,345,,,
593,2,3,65,,,
594,6,2,188,,,
595,10,2,312,,,
596,7,3,220,,,
597,9,3,282,,,
598,10,4,314,,,
599,1,3,34,,,
600,1,2,33,,,
601,7,3,220,,,
602,6,3,189,,,
603,9,2,281,,,
604,3,3,96,,,
605,3,2,95,,,
606,4,4,128,,,
607,1,3,34,,,
608,7,3,220,,,
609,3,4,97,,,
610,8,2,250,,,
611,6,4,190,,,
612,6,3,189,,,
613,6,4,190,,,
614,3,2,95,,,
615,1,3,34,,,
616,9,4,283,,,
617,7,2,219,,,
618,6,4,190,,,
619,6,4,190,,,
620,8,2,250,,,
621,9,2,281,,,
622,6,3,189,,,
623,6,4,190,,,
624,5,2,157,,,
625,7,4,221,,,
626,5,3,158,,,
627,4,2,126,,,
628,5,2,157,,,
629,1,3,34,,,
630,5,2,157,,,
631,2,2,64,,,
632,10,4,314,,,
633,3,2,95,,,
634,6,3,189,,,
635,7,4,221,,,
636,11,2,343,,,
637,9,3,282,,,
638,1,3,34,,,
639,7,2,219,,,
640,10,4,314,,,
641,9,4,283,,,
642,6,4,190,,,
643,4,4,128,,,
644,6,4,190,,,
645,4,3,127,,,
646,9,2,281,,,
647,2,4,66,,,
648,8,4,252,,,
649,6,3,189,,,
650,11,3,344,,,
651,6,3,189,,,
652,2,2,64,,,
653,7,3,220,,,
654,2,4,66,,,
655,9,2,281,,,
656,1,2,33,,,
657,7,2,219,,,
658,3,2,95,,,
659,10,4,314,,,
660,3,2,95,,,
661,10,3,313,,,
662,6,3,189,,,
663,2,3,65,,,
664,3,3,96,,,
665,6,2,188,,,
666,11,2,343,,,
667,8,4,252,,,
668,6,2,188,,,
669,6,3,189,,,
670,4,4,128,,,
671,5,3,158,,,
672,4,4,128,,,
673,9,3,282,,,
674,5,3,158,,,
675,11,2,343,,,
676,11,2,343,,,
677,10,3,313,,,
678,3,4,97,,,
679,2,2,64,,,
680,4,3,127,,,
681,9,4,283,,,
682,1,4,35,,,
683,1,2,33,,,
684,11,3,344,,,
685,2,2,64,,,
686,6,2,188,,,
687,8,2,250,,,
688,9,2,281,,,
689,9,3,282,,,
690,6,4,190,,,
691,5,2,157,,,
692,11,2,343,,,
693,5,3,158,,,
694,5,3,158,,,
695,6,3,189,,,
696,8,4,252,,,
697,8,3,251,,,
698,7,3,220,,,
699,6,2,188,,,
700,1,4,35,,,
701,3,2,95,,,
702,10,4,314,,,
703,5,4,159,,,
704,4,3,127,,,
705,10,3,313,,,
706,5,4,159,,,
707,4,3,127,,,
708,4,3,127,,,
709,1,4,35,,,
710,8,4,252,,,
711,2,4,66,,,
712,3,3,96,,,
713,7,4,221,,,
714,10,4,314,,,
715,10,3,313,,,
716,7,3,220,,,
717,11,2,343,,,
718,6,3,189,,,
719,6,2,188,,,
720,3,2,95,,,
721,9,3,282,,,
722,2,2,64,,,
723,8,3,251,,,
724,11,2,343,,,
725,5,3,158,,,
726,4,4,128,,,
727,3,4,97,,,
728,6,2,188,,,
729,5,4,159,,,
730,3,4,97,,,
731,4,3,127,,,
732,11,3,344,,,
733,4,3,127,,,
734,5,4,159,,,
735,6,2,188,,,
736,2,3,65,,,
737,7,2,219,,,
738,6,4,190,,,
739,10,2,312,,,
740,8,3,251,,,
741,9,4,283,,,
742,2,4,66,,,
743,7,3,220,,,
744,7,2,219,,,
745,5,4,159,,,
746,1,3,34,,,
747,6,4,190,,,
748,8,2,250,,,
749,5,2,157,,,
750,4,4,128,,,
751,8,2,250,,,
752,9,3,282,,,
753,3,4,97,,,
754,6,3,189,,,
755,1,4,35,,,
756,1,4,35,,,
757,3,3,96,,,
758,1,4,35,,,
759,7,3,220,,,
760,8,4,252,,,
761,8,3,251,,,
762,10,3,313,,,
763,4,2,126,,,
764,11,3,344,,,
765,9,3,282,,,
766,1,4,35,,,
767,7,4,221,,,
768,11,3,344,,,
769,7,3,220,,,
770,3,2,95,,,
771,1,2,33,,,
772,1,4,35,,,
773,7,4,221,,,
774,3,3,96,,,
775,5,4,159,,,
776,8,4,252,,,
777,10,3,313,,,
778,9,4,283,,,
779,7,3,220,,,
780,6,2,188,,,
781,6,2,188,,,
782,3,4,97,,,
783,5,3,158,,,
784,11,3,344,,,
785,8,4,252,,,
786,7,2,219,,,
787,2,3,65,,,
788,6,2,188,,,
789,3,2,95,,,
790,10,3,313,,,
791,7,2,219,,,
792,6,4,190,,,
793,7,2,219,,,
794,6,2,188,,,
795,1,3,34,,,
796,5,2,157,,,
797,9,3,282,,,
798,11,2,343,,,
799,1,2,33,,,
800,8,4,252,,,
801,2,2,64,,,
802,1,4,35,,,
803,6,2,188,,,
804,9,4,283,,,
805,7,3,220,,,
806,4,4,128,,,
807,5,4,159,,,
808,11,2,343,,,
809,1,2,33,,,
810,6,2,188,,,
811,10,2,312,,,
812,4,3,127,,,
813,6,2,188,,,
814,2,3,65,,,
815,6,4,190,,,
816,7,3,220,,,
817,6,4,190,,,
818,9,4,283,,,
819,7,4,221,,,
820,10,3,313,,,
821,6,4,190,,,
822,1,2,33,,,
823,7,2,219,,,
824,2,4,66,,,
825,7,2,219,,,
826,5,3,158,,,
827,1,2,33,,,
828,4,4,128,,,
829,4,2,126,,,
830,1,4,35,,,
831,4,3,127,,,
832,2,4,66,,,
833,9,2,281,,,
834,5,4,159,,,
835,7,4,221,,,
836,7,2,219,,,
837,10,3,313,,,
838,5,2,157,,,
839,5,3,158,,,
840,6,4,190,,,
841,9,2,281,,,
842,11,3,344,,,
843,6,2,188,,,
844,10,3,313,,,
845,3,3,96,,,
846,3,4,97,,,
847,4,4,128,,,
848,5,3,158,,,
849,6,2,188,,,
850,7,2,219,,,
851,7,4,221,,,
852,5,4,159,,,
853,7,2,219,,,
854,6,2,188,,,
855,4,2,126,,,
856,7,3,220,,,
857,2,3,65,,,
858,6,4,190,,,
859,3,3,96,,,
860,8,2,250,,,
861,11,2,343,,,
862,3,3,96,,,
863,5,3,158,,,
864,4,2,126,,,
865,1,3,34,,,
866,2,4,66,,,
867,3,4,97,,,
868,2,2,64,,,
869,6,3,189,,,
870,11,4,345,,,
871,7,3,220,,,
872,5,2,157,,,
873,4,2,126,,,
874,9,2,281,,,
875,3,3,96,,,
876,2,2,64,,,
877,6,3,189,,,
878,11,4,345,,,
879,10,2,312,,,
880,11,3,344,,,
881,6,4,190,,,
882,1,3,34,,,
883,7,3,220,,,
884,6,2,188,,,
885,10,2,312,,,
886,11,2,343,,,
887,2,4,66,,,
888,6,2,188,,,
889,6,2,188,,,
890,1,2,33,,,
891,7,3,220,,,
892,6,4,190,,,
893,6,4,190,,,
894,6,2,188,,,
895,6,3,189,,,
896,8,2,250,,,
897,8,4,252,,,
898,6,4,190,,,
899,7,4,221,,,
900,6,3,189,,,
901,2,2,64,,,
902,10,3,313,,,
903,6,3,189,,,
904,6,4,190,,,
905,7,4,221,,,
906,8,4,252,,,
907,5,3,158,,,
908,3,3,96,,,
909,4,3,127,,,
910,3,3,96,,,
911,9,3,282,,,
912,2,4,66,,,
913,4,3,127,,,
914,6,2,188,,,
915,5,2,157,,,
916,10,4,314,,,
917,6,4,190,,,
918,6,4,190,,,
919,6,3,189,,,
920,1,3,34,,,
921,3,3,96,,,
922,6,4,190,,,
923,5,4,159,,,
924,1,3,34,,,
925,1,4,35,,,
926,1,4,35,,,
927,3,4,97,,,
928,2,3,65,,,
929,8,3,251,,,
930,3,3,96,,,
931,6,3,189,,,
932,3,3,96,,,
933,11,2,343,,,
934,4,4,128,,,
935,6,3,189,,,
936,6,3,189,,,
937,11,2,343,,,
938,9,4,283,,,
939,3,2,95,,,
940,5,3,158,,,
941,5,3,158,,,
942,8,4,252,,,
943,11,3,344,,,
944,6,4,190,,,
945,11,2,343,,,
946,2,4,66,,,
947,3,4,97,,,
948,9,2,281,,,
949,6,2,188,,,
950,8,3,251,,,
951,8,3,251,,,
952,10,2,312,,,
953,10,2,312,,,
954,6,4,190,,,
955,11,2,343,,,
956,11,2,343,,,
957,6,2,188,,,
958,4,4,128,,,
959,8,4,252,,,
960,5,4,159,,,
961,2,2,64,,,
962,1,2,33,,,
963,3,3,96,,,
964,4,2,126,,,
965,8,2,250,,,
966,6,3,189,,,
967,11,2,343,,,
968,2,4,66,,,
969,4,4,128,,,
970,5,4,159,,,
971,1,4,35,,,
972,5,2,157,,,
973,1,4,35,,,
974,11,4,345,,,
975,2,2,64,,,
976,4,2,126,,,
977,10,3,313,,,
978,7,2,219,,,
979,9,2,281,,,
980,2,4,66,,,
981,6,2,188,,,
982,11,3,344,,,
983,3,4,97,,,
984,9,2,281,,,
985,9,2,281,,,
986,4,2,126,,,
987,6,3,189,,,
988,6,3,189,,,
989,4,2,126,,,
990,9,4,283,,,
991,3,3,96,,,
992,8,3,251,,,
993,5,2,157,,,
994,1,4,35,,,
995,1,4,35,,,
996,3,4,97,,,
997,11,4,345,,,
998,8,2,250,,,
999,9,3,282Iteration,Pancake Values,Syrup Values,PancakeAndSyrup Values
0,2347,4,72761,,,
1,2285,3,70838,,,
2,2229,4,69103,,,
3,2285,3,70838,,,
4,2378,3,73721,,,
5,2347,2,72759,,,
6,2229,3,69102,,,
7,2291,3,71024,,,
8,2316,4,71800,,,
9,2229,3,69102,,,
10,2229,4,69103,,,
11,2260,4,70064,,,
12,2384,3,73907,,,
13,2378,2,73720,,,
14,2316,4,71800,,,
15,2353,3,72946,,,
16,2384,2,73906,,,
17,2223,4,68917,,,
18,2322,4,71986,,,
19,2316,4,71800,,,
20,2378,3,73721,,,
21,2353,2,72945,,,
22,2322,3,71985,,,
23,2223,4,68917,,,
24,2260,3,70063,,,
25,2316,2,71798,,,
26,2353,4,72947,,,
27,2316,2,71798,,,
28,2384,3,73907,,,
29,2254,3,69877,,,
30,2378,3,73721,,,
31,2291,2,71023,,,
32,2254,4,69878,,,
33,2316,2,71798,,,
34,2285,2,70837,,,
35,2260,2,70062,,,
36,2378,3,73721,,,
37,2316,4,71800,,,
38,2291,4,71025,,,
39,2254,3,69877,,,
40,2285,4,70839,,,
41,2260,2,70062,,,
42,2384,3,73907,,,
43,2223,2,68915,,,
44,2316,3,71799,,,
45,2378,3,73721,,,
46,2223,4,68917,,,
47,2316,4,71800,,,
48,2353,4,72947,,,
49,2254,2,69876,,,
50,2291,4,71025,,,
51,2322,4,71986,,,
52,2254,4,69878,,,
53,2260,2,70062,,,
54,2384,3,73907,,,
55,2223,4,68917,,,
56,2384,4,73908,,,
57,2254,2,69876,,,
58,2378,2,73720,,,
59,2353,3,72946,,,
60,2291,4,71025,,,
61,2322,4,71986,,,
62,2322,2,71984,,,
63,2347,3,72760,,,
64,2316,4,71800,,,
65,2285,3,70838,,,
66,2353,2,72945,,,
67,2353,2,72945,,,
68,2322,3,71985,,,
69,2254,3,69877,,,
70,2384,3,73907,,,
71,2291,3,71024,,,
72,2353,4,72947,,,
73,2384,4,73908,,,
74,2229,3,69102,,,
75,2223,3,68916,,,
76,2254,3,69877,,,
77,2254,2,69876,,,
78,2285,4,70839,,,
79,2384,4,73908,,,
80,2353,3,72946,,,
81,2378,2,73720,,,
82,2322,4,71986,,,
83,2229,3,69102,,,
84,2223,4,68917,,,
85,2291,2,71023,,,
86,2316,3,71799,,,
87,2254,3,69877,,,
88,2384,4,73908,,,
89,2254,4,69878,,,
90,2285,3,70838,,,
91,2229,3,69102,,,
92,2260,2,70062,,,
93,2260,3,70063,,,
94,2353,3,72946,,,
95,2260,2,70062,,,
96,2260,2,70062,,,
97,2291,3,71024,,,
98,2260,4,70064,,,
99,2322,3,71985,,,
100,2254,3,69877,,,
101,2384,3,73907,,,
102,2223,3,68916,,,
103,2347,3,72760,,,
104,2316,3,71799,,,
105,2223,2,68915,,,
106,2384,3,73907,,,
107,2223,3,68916,,,
108,2378,3,73721,,,
109,2353,3,72946,,,
110,2229,2,69101,,,
111,2223,4,68917,,,
112,2223,4,68917,,,
113,2322,2,71984,,,
114,2229,3,69102,,,
115,2384,2,73906,,,
116,2260,2,70062,,,
117,2316,2,71798,,,
118,2229,2,69101,,,
119,2347,2,72759,,,
120,2223,4,68917,,,
121,2291,3,71024,,,
122,2229,2,69101,,,
123,2254,2,69876,,,
124,2229,3,69102,,,
125,2254,4,69878,,,
126,2260,3,70063,,,
127,2378,3,73721,,,
128,2260,2,70062,,,
129,2229,3,69102,,,
130,2285,3,70838,,,
131,2254,3,69877,,,
132,2291,2,71023,,,
133,2285,2,70837,,,
134,2260,3,70063,,,
135,2285,3,70838,,,
136,2254,3,69877,,,
137,2285,2,70837,,,
138,2285,2,70837,,,
139,2254,2,69876,,,
140,2316,3,71799,,,
141,2260,2,70062,,,
142,2384,3,73907,,,
143,2285,2,70837,,,
144,2291,3,71024,,,
145,2384,4,73908,,,
146,2316,2,71798,,,
147,2229,4,69103,,,
148,2384,2,73906,,,
149,2254,3,69877,,,
150,2384,2,73906,,,
151,2223,2,68915,,,
152,2378,4,73722,,,
153,2378,3,73721,,,
154,2316,2,71798,,,
155,2384,4,73908,,,
156,2229,2,69101,,,
157,2353,2,72945,,,
158,2254,2,69876,,,
159,2347,3,72760,,,
160,2291,4,71025,,,
161,2378,4,73722,,,
162,2254,4,69878,,,
163,2384,3,73907,,,
164,2285,4,70839,,,
165,2254,3,69877,,,
166,2384,3,73907,,,
167,2285,2,70837,,,
168,2291,2,71023,,,
169,2229,3,69102,,,
170,2384,3,73907,,,
171,2291,4,71025,,,
172,2353,2,72945,,,
173,2254,3,69877,,,
174,2254,2,69876,,,
175,2316,2,71798,,,
176,2291,4,71025,,,
177,2316,3,71799,,,
178,2384,2,73906,,,
179,2384,3,73907,,,
180,2254,2,69876,,,
181,2347,3,72760,,,
182,2291,2,71023,,,
183,2322,4,71986,,,
184,2384,2,73906,,,
185,2223,3,68916,,,
186,2347,3,72760,,,
187,2353,3,72946,,,
188,2347,2,72759,,,
189,2384,2,73906,,,
190,2347,2,72759,,,
191,2254,3,69877,,,
192,2291,4,71025,,,
193,2347,2,72759,,,
194,2285,2,70837,,,
195,2384,4,73908,,,
196,2285,2,70837,,,
197,2384,3,73907,,,
198,2254,2,69876,,,
199,2260,4,70064,,,
200,2347,3,72760,,,
201,2291,3,71024,,,
202,2347,4,72761,,,
203,2291,3,71024,,,
204,2223,2,68915,,,
205,2291,4,71025,,,
206,2254,3,69877,,,
207,2384,2,73906,,,
208,2291,3,71024,,,
209,2285,3,70838,,,
210,2254,2,69876,,,
211,2384,3,73907,,,
212,2285,4,70839,,,
213,2322,2,71984,,,
214,2285,3,70838,,,
215,2353,4,72947,,,
216,2223,4,68917,,,
217,2353,4,72947,,,
218,2291,4,71025,,,
219,2322,2,71984,,,
220,2223,4,68917,,,
221,2223,2,68915,,,
222,2353,3,72946,,,
223,2316,4,71800,,,
224,2260,3,70063,,,
225,2260,3,70063,,,
226,2353,2,72945,,,
227,2322,2,71984,,,
228,2254,4,69878,,,
229,2229,2,69101,,,
230,2347,4,72761,,,
231,2353,4,72947,,,
232,2229,4,69103,,,
233,2347,2,72759,,,
234,2291,2,71023,,,
235,2322,4,71986,,,
236,2316,4,71800,,,
237,2291,4,71025,,,
238,2353,2,72945,,,
239,2322,2,71984,,,
240,2223,3,68916,,,
241,2378,2,73720,,,
242,2316,4,71800,,,
243,2229,4,69103,,,
244,2378,4,73722,,,
245,2353,2,72945,,,
246,2229,3,69102,,,
247,2229,3,69102,,,
248,2384,3,73907,,,
249,2322,3,71985,,,
250,2254,3,69877,,,
251,2322,2,71984,,,
252,2353,4,72947,,,
253,2378,4,73722,,,
254,2353,4,72947,,,
255,2229,3,69102,,,
256,2353,2,72945,,,
257,2378,4,73722,,,
258,2384,2,73906,,,
259,2384,4,73908,,,
260,2291,4,71025,,,
261,2260,4,70064,,,
262,2229,3,69102,,,
263,2322,4,71986,,,
264,2291,4,71025,,,
265,2291,3,71024,,,
266,2347,2,72759,,,
267,2347,2,72759,,,
268,2260,3,70063,,,
269,2291,2,71023,,,
270,2285,2,70837,,,
271,2229,4,69103,,,
272,2223,2,68915,,,
273,2254,2,69876,,,
274,2353,2,72945,,,
275,2316,2,71798,,,
276,2322,2,71984,,,
277,2347,3,72760,,,
278,2260,3,70063,,,
279,2353,4,72947,,,
280,2291,3,71024,,,
281,2322,3,71985,,,
282,2254,4,69878,,,
283,2347,2,72759,,,
284,2285,2,70837,,,
285,2384,3,73907,,,
286,2291,2,71023,,,
287,2229,3,69102,,,
288,2347,3,72760,,,
289,2223,3,68916,,,
290,2322,3,71985,,,
291,2353,2,72945,,,
292,2384,4,73908,,,
293,2316,4,71800,,,
294,2285,3,70838,,,
295,2260,2,70062,,,
296,2353,4,72947,,,
297,2229,4,69103,,,
298,2223,3,68916,,,
299,2223,2,68915,,,
300,2223,3,68916,,,
301,2229,2,69101,,,
302,2260,3,70063,,,
303,2285,2,70837,,,
304,2378,2,73720,,,
305,2384,3,73907,,,
306,2347,3,72760,,,
307,2316,4,71800,,,
308,2223,2,68915,,,
309,2316,3,71799,,,
310,2223,2,68915,,,
311,2285,4,70839,,,
312,2316,2,71798,,,
313,2254,4,69878,,,
314,2347,2,72759,,,
315,2260,4,70064,,,
316,2229,4,69103,,,
317,2260,2,70062,,,
318,2229,4,69103,,,
319,2384,2,73906,,,
320,2285,2,70837,,,
321,2316,2,71798,,,
322,2316,3,71799,,,
323,2291,2,71023,,,
324,2229,2,69101,,,
325,2378,3,73721,,,
326,2285,3,70838,,,
327,2285,4,70839,,,
328,2353,3,72946,,,
329,2353,2,72945,,,
330,2285,3,70838,,,
331,2353,4,72947,,,
332,2229,4,69103,,,
333,2260,4,70064,,,
334,2316,3,71799,,,
335,2285,3,70838,,,
336,2254,3,69877,,,
337,2353,2,72945,,,
338,2347,2,72759,,,
339,2384,2,73906,,,
340,2353,4,72947,,,
341,2384,4,73908,,,
342,2384,2,73906,,,
343,2229,2,69101,,,
344,2260,4,70064,,,
345,2291,2,71023,,,
346,2322,2,71984,,,
347,2322,4,71986,,,
348,2353,3,72946,,,
349,2322,3,71985,,,
350,2384,4,73908,,,
351,2347,4,72761,,,
352,2285,2,70837,,,
353,2223,2,68915,,,
354,2322,2,71984,,,
355,2353,3,72946,,,
356,2347,3,72760,,,
357,2384,4,73908,,,
358,2291,3,71024,,,
359,2378,2,73720,,,
360,2229,3,69102,,,
361,2322,2,71984,,,
362,2353,2,72945,,,
363,2223,4,68917,,,
364,2347,3,72760,,,
365,2378,4,73722,,,
366,2254,2,69876,,,
367,2347,3,72760,,,
368,2254,2,69876,,,
369,2316,4,71800,,,
370,2322,4,71986,,,
371,2347,3,72760,,,
372,2223,4,68917,,,
373,2378,4,73722,,,
374,2285,4,70839,,,
375,2353,2,72945,,,
376,2353,3,72946,,,
377,2223,3,68916,,,
378,2291,3,71024,,,
379,2254,2,69876,,,
380,2291,2,71023,,,
381,2378,4,73722,,,
382,2347,3,72760,,,
383,2285,2,70837,,,
384,2254,2,69876,,,
385,2353,3,72946,,,
386,2223,2,68915,,,
387,2285,4,70839,,,
388,2384,2,73906,,,
389,2223,2,68915,,,
390,2347,2,72759,,,
391,2347,2,72759,,,
392,2378,3,73721,,,
393,2285,3,70838,,,
394,2223,4,68917,,,
395,2223,3,68916,,,
396,2322,4,71986,,,
397,2254,3,69877,,,
398,2291,4,71025,,,
399,2254,3,69877,,,
400,2291,4,71025,,,
401,2322,3,71985,,,
402,2322,4,71986,,,
403,2229,2,69101,,,
404,2223,3,68916,,,
405,2223,4,68917,,,
406,2316,4,71800,,,
407,2322,4,71986,,,
408,2260,4,70064,,,
409,2384,4,73908,,,
410,2384,4,73908,,,
411,2260,3,70063,,,
412,2353,2,72945,,,
413,2285,2,70837,,,
414,2260,4,70064,,,
415,2260,2,70062,,,
416,2285,3,70838,,,
417,2378,4,73722,,,
418,2316,2,71798,,,
419,2384,3,73907,,,
420,2223,4,68917,,,
421,2353,2,72945,,,
422,2254,3,69877,,,
423,2285,3,70838,,,
424,2353,3,72946,,,
425,2229,4,69103,,,
426,2223,2,68915,,,
427,2316,2,71798,,,
428,2316,4,71800,,,
429,2260,2,70062,,,
430,2254,4,69878,,,
431,2254,4,69878,,,
432,2384,3,73907,,,
433,2322,2,71984,,,
434,2285,2,70837,,,
435,2260,2,70062,,,
436,2260,3,70063,,,
437,2229,2,69101,,,
438,2285,2,70837,,,
439,2322,3,71985,,,
440,2347,4,72761,,,
441,2291,3,71024,,,
442,2223,3,68916,,,
443,2291,2,71023,,,
444,2285,2,70837,,,
445,2347,3,72760,,,
446,2353,3,72946,,,
447,2322,2,71984,,,
448,2254,2,69876,,,
449,2291,3,71024,,,
450,2285,2,70837,,,
451,2347,4,72761,,,
452,2229,2,69101,,,
453,2347,2,72759,,,
454,2347,3,72760,,,
455,2316,3,71799,,,
456,2384,2,73906,,,
457,2316,4,71800,,,
458,2316,3,71799,,,
459,2347,4,72761,,,
460,2223,2,68915,,,
461,2291,2,71023,,,
462,2384,3,73907,,,
463,2254,4,69878,,,
464,2316,3,71799,,,
465,2285,3,70838,,,
466,2291,2,71023,,,
467,2353,4,72947,,,
468,2285,4,70839,,,
469,2254,4,69878,,,
470,2260,4,70064,,,
471,2347,3,72760,,,
472,2384,3,73907,,,
473,2322,4,71986,,,
474,2378,3,73721,,,
475,2322,3,71985,,,
476,2353,2,72945,,,
477,2353,4,72947,,,
478,2285,3,70838,,,
479,2384,2,73906,,,
480,2285,4,70839,,,
481,2260,2,70062,,,
482,2316,3,71799,,,
483,2254,2,69876,,,
484,2322,2,71984,,,
485,2378,4,73722,,,
486,2384,3,73907,,,
487,2378,2,73720,,,
488,2347,3,72760,,,
489,2322,3,71985,,,
490,2254,2,69876,,,
491,2316,4,71800,,,
492,2291,2,71023,,,
493,2260,4,70064,,,
494,2353,2,72945,,,
495,2223,4,68917,,,
496,2384,4,73908,,,
497,2223,3,68916,,,
498,2353,4,72947,,,
499,2322,3,71985,,,
500,2347,2,72759,,,
501,2347,3,72760,,,
502,2353,4,72947,,,
503,2254,3,69877,,,
504,2291,3,71024,,,
505,2347,2,72759,,,
506,2347,2,72759,,,
507,2254,4,69878,,,
508,2353,2,72945,,,
509,2229,4,69103,,,
510,2229,3,69102,,,
511,2254,3,69877,,,
512,2322,3,71985,,,
513,2322,3,71985,,,
514,2384,4,73908,,,
515,2254,3,69877,,,
516,2353,4,72947,,,
517,2347,4,72761,,,
518,2384,3,73907,,,
519,2229,4,69103,,,
520,2322,2,71984,,,
521,2384,4,73908,,,
522,2229,3,69102,,,
523,2254,2,69876,,,
524,2291,4,71025,,,
525,2229,4,69103,,,
526,2229,3,69102,,,
527,2316,3,71799,,,
528,2316,4,71800,,,
529,2285,3,70838,,,
530,2285,4,70839,,,
531,2316,2,71798,,,
532,2260,3,70063,,,
533,2353,3,72946,,,
534,2229,4,69103,,,
535,2347,3,72760,,,
536,2322,2,71984,,,
537,2384,2,73906,,,
538,2384,3,73907,,,
539,2285,3,70838,,,
540,2229,4,69103,,,
541,2378,3,73721,,,
542,2347,3,72760,,,
543,2347,3,72760,,,
544,2353,3,72946,,,
545,2353,3,72946,,,
546,2291,4,71025,,,
547,2291,2,71023,,,
548,2285,3,70838,,,
549,2322,4,71986,,,
550,2291,3,71024,,,
551,2316,2,71798,,,
552,2378,2,73720,,,
553,2254,4,69878,,,
554,2223,3,68916,,,
555,2260,2,70062,,,
556,2347,4,72761,,,
557,2384,2,73906,,,
558,2347,2,72759,,,
559,2353,2,72945,,,
560,2291,2,71023,,,
561,2316,2,71798,,,
562,2316,2,71798,,,
563,2229,3,69102,,,
564,2384,3,73907,,,
565,2260,3,70063,,,
566,2353,2,72945,,,
567,2322,4,71986,,,
568,2254,3,69877,,,
569,2229,3,69102,,,
570,2254,3,69877,,,
571,2223,3,68916,,,
572,2378,3,73721,,,
573,2353,3,72946,,,
574,2384,3,73907,,,
575,2260,4,70064,,,
576,2353,2,72945,,,
577,2229,3,69102,,,
578,2353,2,72945,,,
579,2291,2,71023,,,
580,2260,4,70064,,,
581,2384,3,73907,,,
582,2260,4,70064,,,
583,2291,3,71024,,,
584,2347,3,72760,,,
585,2223,2,68915,,,
586,2291,2,71023,,,
587,2384,2,73906,,,
588,2229,4,69103,,,
589,2322,2,71984,,,
590,2291,4,71025,,,
591,2260,3,70063,,,
592,2316,3,71799,,,
593,2291,2,71023,,,
594,2378,2,73720,,,
595,2260,4,70064,,,
596,2353,4,72947,,,
597,2260,4,70064,,,
598,2322,2,71984,,,
599,2285,3,70838,,,
600,2285,4,70839,,,
601,2285,2,70837,,,
602,2285,4,70839,,,
603,2260,2,70062,,,
604,2347,3,72760,,,
605,2316,4,71800,,,
606,2353,2,72945,,,
607,2260,3,70063,,,
608,2291,4,71025,,,
609,2260,2,70062,,,
610,2353,3,72946,,,
611,2254,2,69876,,,
612,2291,2,71023,,,
613,2378,4,73722,,,
614,2229,2,69101,,,
615,2378,4,73722,,,
616,2347,2,72759,,,
617,2254,2,69876,,,
618,2347,3,72760,,,
619,2347,2,72759,,,
620,2229,2,69101,,,
621,2223,4,68917,,,
622,2384,3,73907,,,
623,2254,2,69876,,,
624,2347,4,72761,,,
625,2384,3,73907,,,
626,2316,4,71800,,,
627,2285,3,70838,,,
628,2229,2,69101,,,
629,2254,2,69876,,,
630,2322,3,71985,,,
631,2260,4,70064,,,
632,2254,3,69877,,,
633,2223,3,68916,,,
634,2378,4,73722,,,
635,2223,4,68917,,,
636,2316,4,71800,,,
637,2384,3,73907,,,
638,2353,2,72945,,,
639,2254,2,69876,,,
640,2291,3,71024,,,
641,2316,2,71798,,,
642,2384,4,73908,,,
643,2378,3,73721,,,
644,2254,4,69878,,,
645,2316,4,71800,,,
646,2353,3,72946,,,
647,2322,4,71986,,,
648,2260,3,70063,,,
649,2384,2,73906,,,
650,2254,3,69877,,,
651,2347,2,72759,,,
652,2384,3,73907,,,
653,2291,2,71023,,,
654,2291,4,71025,,,
655,2316,2,71798,,,
656,2384,3,73907,,,
657,2291,3,71024,,,
658,2260,3,70063,,,
659,2291,2,71023,,,
660,2316,3,71799,,,
661,2291,4,71025,,,
662,2229,4,69103,,,
663,2322,2,71984,,,
664,2260,3,70063,,,
665,2260,2,70062,,,
666,2260,3,70063,,,
667,2378,4,73722,,,
668,2260,3,70063,,,
669,2291,4,71025,,,
670,2260,2,70062,,,
